 1512858307.5221965, 0.456819, 0.0001000006, 0.24658, -9.99994e-05
1512858307.5521965, 0.319248, 0.0001000004, 0.10874, -9.99994e-05
1512858307.5921967, 0.188493, 0.0001000004, -0.02358, -9.99994e-05
1512858307.632197, 0.043546, 0.0001000006, -0.16771, -9.99994e-05
1512858307.6621966, -0.09067, 0.0001000006, -0.29984, -9.99994e-05
1512858307.702197, -0.223439, 0.0001000007, -0.43241, -9.99994e-05
1512858307.742197, -0.365579, 0.0001000005, -0.57725, -9.99994e-05
1512858307.772197, -0.49836, 0.0001000005, -0.71143, -9.99994e-05
1512858307.8121972, -0.632388, 0.0001000007, -0.84422, -9.99995e-05
1512858307.8521972, -0.778297, 0.0001000005, -0.98712, -9.99995e-05
1512858307.8821971, -0.907961, 0.0001000004, -1.1172, -9.99994e-05
1512858307.9221973, -1.037657, 0.0001000005, -1.24833, -9.99995e-05
1512858307.9621973, -1.179134, 0.0001000006, -1.39158, -9.99995e-05
1512858307.9921973, -1.311388, 0.0001000007, -1.52242, -9.99995e-05
1512858308.0421975, -1.442862, 0.0001000006, -1.65195, -9.99995e-05
1512858308.0821974, -1.612907, 0.0001000006, -1.82383, -9.99994e-05
1512858308.1121974, -1.74468, 0.0001000007, -1.95332, -9.99995e-05
1512858308.1521974, -1.880752, 0.0001000004, -2.08986, -9.99995e-05
1512858308.1921976, -2.018051, 0.0001000006, -2.23015, -9.99994e-05
1512858308.2321975, -2.149022, 0.0001000006, -2.36042, -9.99995e-05
1512858308.2621977, -2.280537, 0.0001000008, -2.48978, -9.99995e-05
1512858308.3021977, -9.9e+37, 0.0001000004, -2.62976, -9.99994e-05
1512858308.3421977, -9.9e+37, 0.0001000004, -2.75786, -9.99995e-05
1512858308.3721979, -9.9e+37, 0.0001000004, -2.88669, -9.99994e-05
1512858308.4121978, -9.9e+37, 0.0001000007, -3.02698, -9.99995e-05
1512858308.4521978, -9.9e+37, 0.0001000006, -3.15433, -9.99995e-05
1512858308.482198, -9.9e+37, 0.0001000004, -3.28349, -9.99995e-05
1512858308.542198, -9.9e+37, 0.0001000004, -3.42246, -9.99995e-05
1512858308.582198, -9.9e+37, 0.0001000006, -3.61621, -9.99995e-05
1512858308.612198, -9.9e+37, 0.0001000007, -3.74296, -9.99995e-05
1512858308.652198, -9.9e+37, 0.0001000004, -3.88825, -9.99995e-05
1512858308.6921985, -9.9e+37, 0.0001000005, -4.01459, -9.99995e-05
1512858308.7321985, -9.9e+37, 0.0001000006, -4.14135, -9.99995e-05
1512858308.7621984, -9.9e+37, 0.0001000006, -4.27943, -9.99994e-05
1512858308.8021984, -9.9e+37, 0.0001000004, -4.40598, -9.99995e-05
1512858308.8421986, -9.9e+37, 0.0001000003, -4.53201, -9.99995e-05
1512858308.8721983, -9.9e+37, 0.0001000006, -4.66816, -9.99995e-05
1512858308.9121985, -9.9e+37, 0.0001000006, -4.7948, -9.99995e-05
1512858308.9521987, -9.9e+37, 0.0001000005, -4.92127, -9.99995e-05
1512858308.9921987, -9.9e+37, 0.0001000004, -5.05581, -9.99995e-05
1512858309.0221987, -9.9e+37, 0.0001000005, -5.18109, -9.99995e-05
1512858309.1321988, -9.9e+37, 0.0001000005, -5.54291, -9.99995e-05
1512858309.1621988, -9.9e+37, 0.0001000006, -5.68229, -9.99995e-05
1512858309.202199, -9.9e+37, 0.0001000004, -5.80776, -9.99994e-05
1512858309.242199, -9.9e+37, 0.0001000004, -5.93578, -9.99995e-05
1512858309.2821991, -9.9e+37, 0.0001000006, -6.07549, -9.99995e-05
1512858309.312199, -9.9e+37, 0.0001000006, -6.20273, -9.99995e-05
1512858309.352199, -9.9e+37, 0.0001000006, -6.3294, -9.99995e-05
1512858309.3921995, -9.9e+37, 0.0001000005, -6.46886, -9.99995e-05
1512858309.4221992, -9.9e+37, 0.0001000005, -6.59942, -9.99995e-05
1512858309.4621992, -9.9e+37, 0.0001000006, -6.72911, -9.99995e-05
1512858309.5021994, -9.9e+37, 0.0001000006, -6.87032, -9.99994e-05
1512858309.5721993, -9.9e+37, 0.0001000005, -6.99891, -9.99995e-05
1512858309.6121998, -9.9e+37, 0.0001000005, -7.27074, -9.99995e-05
1512858309.6521997, -9.9e+37, 0.0001000005, -7.40831, -9.99995e-05
1512858309.6921997, -9.9e+37, 0.0001000005, -7.54605, -9.99995e-05
1512858309.7222, -9.9e+37, 0.0001000006, -7.67326, -9.99995e-05
1512858309.7621999, -9.9e+37, 0.0001000006, -7.81249, -9.99994e-05
1512858309.8021998, -9.9e+37, 0.0001000006, -7.9437, -9.99994e-05
1512858309.8322, -9.9e+37, 0.0001000004, -8.07281, -9.99995e-05
1512858309.8722, -9.9e+37, 0.0001000004, -8.21098, -9.99995e-05
1512858309.9122, -9.9e+37, 0.0001000005, -8.34, -9.99995e-05
1512858309.9422, -9.9e+37, 0.0001000005, -8.46811, -9.99994e-05
1512858309.9822001, -9.9e+37, 0.0001000005, -8.61015, -9.99979e-05
1512858310.0222, -9.9e+37, 0.0001, -8.63513, -9.99866e-05
1512858310.0922003, -9.9e+37, 0.0001, -8.63513, -9.99866e-05
1512858310.1322002, -9.9e+37, 0.0001, -8.33218, -9.99864e-05
1512858310.1722004, -9.9e+37, 0.0001, -8.33218, -9.99865e-05
1512858310.2122004, -9.9e+37, 0.0001, -8.33219, -9.99866e-05
1512858310.2522004, -9.9e+37, 9.99999e-05, -8.02913, -9.99863e-05
1512858310.2822006, -9.9e+37, 0.0001, -8.02911, -9.99865e-05
1512858310.3222005, -9.9e+37, 0.0001, -8.02911, -9.99866e-05
1512858310.3622005, -9.9e+37, 0.0001000001, -7.72609, -9.99863e-05
1512858310.3922007, -9.9e+37, 0.0001, -7.72612, -9.99865e-05
