gm, VT
-4.3306758129386046e-07, 3.51257722999388
2.0220701594378746e-09, -198.56648763258005
-4.691333973316465e-07, 3.645030306100692
-1.0491435554882859e-06, 3.4449734995979426
1.8570380974718975e-06, -0.5631005893149809
